ticket_id,employee_id,position_id,category,status,open_date,close_date,assigned_to,resolution_notes
TKT-001544,EMP-00166,,Employee Relations,Closed,2025-01-28,2025-03-15,EMP-00393,Foreign hear certainly say surface security.
TKT-001545,EMP-00142,CS-MGR,Onboarding,Closed,2025-12-01,2025-12-28,EMP-00393,Place some woman add play structure down however.
TKT-001546,EMP-00128,,ER,Closed,2025-11-08,2025-12-29,EMP-00399,Occur low gas pick.
TKT-001547,EMP-00416,SALES-SR,Onboarding,Closed,2025-07-25,2025-07-31,EMP-00394,If yeah law enjoy key seat pretty method front you.
TKT-001548,EMP-00302,,Policy & Benefits,Closed,2025-06-28,2025-07-10,EMP-00398,Effort southern maintain nature professional property.
TKT-001549,EMP-00418,,Payroll,Closed,2025-09-26,2025-10-24,EMP-00044,Shake enjoy site interview agent myself behind window.
TKT-001550,EMP-00102,,Employee Relations,Closed,2025-11-09,2025-12-29,EMP-00396,Build require call girl laugh.
TKT-001551,EMP-00130,,HR Technology,Closed,2025-05-10,2025-07-08,EMP-00399,Worker bar term measure huge wait your crime style develop.
TKT-001552,EMP-00312,,Policy & Benefits,Closed,2025-08-18,2025-08-25,EMP-00392,Cup seat moment sister.
TKT-001553,EMP-00110,,Policy & Benefits,Closed,2025-06-11,2025-06-13,EMP-00399,Teacher modern song guy discover water most hear beyond close.
TKT-001554,EMP-00365,,Payroll,Closed,2025-11-11,2025-12-25,EMP-00391,Difficult us respond must western interest dark any wide husband hope.
TKT-001555,EMP-00108,SALES-SR,Onboarding,Closed,2025-09-26,2025-10-15,EMP-00398,Will throw life carry visit a edge new find type.
TKT-001556,EMP-00297,ENG-SR,Onboarding,Closed,2025-11-06,2025-11-14,EMP-00396,Order at sense cell lose civil will with within hospital city.
TKT-001557,EMP-00313,,HR Technology,Closed,2025-03-12,2025-03-03,EMP-00397,Hospital cover strong audience white everybody throughout but science.
TKT-001558,EMP-00403,,Payroll,Closed,2025-01-07,2025-01-12,EMP-00391,Day central every force PM minute.
TKT-001559,EMP-00340,DATA-MGR,Learning & Development,Closed,2025-04-22,2025-06-01,EMP-00397,Bill pick likely produce federal by sea lawyer audience without.
TKT-001560,EMP-00035,,HR Technology,Closed,2025-08-06,2025-09-22,EMP-00397,Themselves we American study eight phone international collection.
TKT-001561,EMP-00085,,Employee Relations,Closed,2025-05-01,2025-06-15,EMP-00399,Serve different billion young owner out guy thank professor.
TKT-001562,EMP-00378,,HR Technology,Closed,2025-01-17,2025-04-14,EMP-00396,Instead point tend exactly right every edge meet information.
TKT-001563,EMP-00351,,Payroll,Closed,2025-01-24,2025-02-01,EMP-00395,Work bar big south drug manager opportunity.
TKT-001564,EMP-00276,,Employee Relations,Closed,2025-10-05,2025-11-13,EMP-00397,Billion sit remain night study heart million.
TKT-001565,EMP-00031,,HR Technology,Closed,2025-12-31,2025-12-31,EMP-00397,Among blue study poor better believe whom draw.
TKT-001566,EMP-00308,,Employee Relations,Open,2025-01-17,,EMP-00045,
TKT-001567,EMP-00320,ENG-SR,Learning & Development,Closed,2025-10-07,2025-10-28,EMP-00399,Pull tough instead hour season girl small system of mission.
TKT-001568,EMP-00383,,Payroll,Closed,2025-05-14,2025-06-04,EMP-00393,Spend physical sing protect agent note agency watch.
TKT-001569,EMP-00346,,HR Technology,Closed,2025-08-24,2025-09-29,EMP-00399,Factor include agreement lead through.
TKT-001570,EMP-00293,,Employee Relations,Closed,2025-04-10,2025-06-14,EMP-00393,Stand general wind eat land answer leader yard.
TKT-001571,EMP-00047,,Policy & Benefits,Closed,2025-11-04,2025-11-17,EMP-00398,Shoulder civil next tell possible scientist send.
TKT-001572,EMP-00030,,HR Tech,Closed,2025-09-10,2025-10-26,EMP-00397,Suddenly task free pattern science structure.
TKT-001573,EMP-00175,,Payroll,Open,2025-01-09,,EMP-00395,
TKT-001574,EMP-00278,,Payroll,In Progress,2025-09-23,,EMP-00391,
TKT-001575,EMP-00045,CS-MGR,Offboarding,Closed,2025-02-14,2025-03-13,EMP-00392,First figure trial bed image perform police.
TKT-001576,EMP-00291,,Payroll,In Progress,2025-08-18,,EMP-00398,
TKT-001577,EMP-00005,DATA-IC2,Compensation,Closed,2025-03-05,2025-03-18,EMP-00045,Dark task magazine front just guess city collection.
TKT-001578,EMP-00042,CS-IC2,Onboarding,Closed,2025-01-06,2025-02-01,EMP-00399,Born ok training record.
TKT-001579,EMP-00047,,HR Technology,Closed,2025-08-06,2025-11-06,EMP-00393,Fast nice concern peace away behavior Republican trip production system.
TKT-001580,EMP-00018,DEL-ROLE-023,Compensation,Closed,2025-01-17,2025-02-11,EMP-00391,Respond mouth however TV billion what.
TKT-001581,EMP-00111,EXEC,L&D,Closed,2025-04-26,2025-05-25,EMP-00391,Party wife food different step early choice.
TKT-001582,EMP-00235,,Policy & Benefits,Closed,2025-03-03,2025-03-04,EMP-00044,Ago difference reason despite themselves key specific.
TKT-001583,EMP-00131,,HR Technology,Closed,2025-12-31,2025-12-31,EMP-00045,Actually during again partner study increase.
TKT-001584,EMP-00295,,Policy & Benefits,In Progress,2025-01-25,,EMP-00391,
TKT-001585,EMP-00101,,HR Technology,Open,2025-10-19,,EMP-00395,
TKT-001586,EMP-00107,,Policy & Benefits,Closed,2025-08-05,2025-08-12,EMP-00044,Your court control million hundred offer total hit end someone.
TKT-001587,EMP-00154,,Payroll,Closed,2025-02-08,2025-03-22,EMP-00391,Sound enjoy have tonight view floor ground when.
TKT-001588,EMP-00185,,Policy & Benefits,Closed,2025-03-01,2025-03-15,EMP-00397,Focus still reflect somebody often benefit.
TKT-001589,EMP-00222,,HR Technology,Closed,2025-10-21,2025-11-12,EMP-00394,Remain movement bit step direction give reduce with start.
TKT-001590,EMP-00391,,Payroll,Closed,2025-07-30,2025-09-12,EMP-00045,Let off apply peace market job well.
TKT-001591,EMP-00229,,Employee Relations,Closed,2025-09-29,2025-10-29,EMP-00045,Against large practice time live relationship.
TKT-001592,EMP-00390,,Policy & Benefits,Closed,2025-05-19,2025-06-02,EMP-00393,Radio assume rest now water.
TKT-001593,EMP-00326,,Payroll,Closed,2025-07-03,2025-06-20,EMP-00045,Require make region wall worry.
TKT-001594,EMP-00059,,Payroll,In Progress,2025-12-18,,EMP-00392,
TKT-001595,EMP-00398,HR-IC2,Learning & Development,In Progress,2025-02-20,,EMP-00399,
TKT-001596,EMP-00024,DATA-IC2,Offboarding,Closed,2025-10-27,2025-10-31,EMP-00392,Product finally recent fight discussion sometimes.
TKT-001597,EMP-00108,,Policy & Benefits,Closed,2025-06-08,2025-06-24,EMP-00393,Watch certain much race fire according participant Republican group build.
TKT-001598,EMP-00389,,Payroll,Closed,2025-12-04,2025-12-31,EMP-00399,Pass morning room run eat.
TKT-001599,EMP-00291,,Payroll,Closed,2025-03-02,2025-03-20,EMP-00396,Similar writer structure ahead up rock forward behind idea red.
TKT-001600,EMP-00264,MKT-MGR,Onboarding,Closed,2025-10-30,2025-11-22,EMP-00394,Source high listen suggest consumer find concern involve.
TKT-001601,EMP-00202,SALES-IC2,Learning & Development,Closed,2025-04-11,2025-04-25,EMP-00044,Matter continue husband dinner worry plan fund.
TKT-001602,EMP-00369,,Payroll,Closed,2025-10-13,2025-12-06,EMP-00393,Model after paper word arrive.
TKT-001603,EMP-00033,,HR Technology,Closed,2025-02-15,2025-02-16,EMP-00395,Believe ability world actually force fill son nothing.
TKT-001604,EMP-00116,,HR Technology,Closed,2025-04-09,2025-05-23,EMP-00393,Teacher western country per consider despite generation the.
TKT-001605,EMP-00006,,HR Technology,Closed,2025-06-14,2025-06-09,EMP-00394,Outside off through relationship they concern.
TKT-001606,EMP-00231,CS-MGR,Onboarding,Closed,2025-03-27,2025-04-25,EMP-00395,Sport knowledge performance very thousand soldier.
TKT-001607,EMP-00175,,HR Technology,Closed,2025-05-24,2025-06-16,EMP-00044,Southern find fact give Congress million.
TKT-001608,EMP-00306,SALES-MGR,Learning & Development,Closed,2025-08-30,2025-09-15,EMP-00391,Marriage page young turn visit.
TKT-001609,EMP-00178,SALES-IC2,Compensation,Closed,2025-08-05,2025-08-23,EMP-00398,Story six want protect assume east center whether make some.
TKT-001610,EMP-00324,,HR Technology,Closed,2025-06-17,2025-07-27,EMP-00392,Group true TV specific travel.
TKT-001611,EMP-00257,,HR Technology,Closed,2025-12-17,2025-12-31,EMP-00391,Better mind professional fly month offer mother hour national cut.
TKT-001612,EMP-00366,DEL-ROLE-041,Offboarding,Closed,2025-12-14,2025-12-26,EMP-00392,Career shake fall phone identify help make make.
TKT-001613,EMP-00353,,Policy & Benefits,In Progress,2025-05-06,,EMP-00392,
TKT-001614,EMP-00340,,Employee Relations,Closed,2025-07-01,2025-07-20,EMP-00045,Night participant fill yeah side side recognize month.
TKT-001615,EMP-00237,,HR Technology,Closed,2025-06-15,2025-07-08,EMP-00397,Could become throughout security number.
TKT-001616,EMP-00150,,Employee Relations,Closed,2025-07-11,2025-07-27,EMP-00044,Political school move another field could.
TKT-001617,EMP-00385,,HR Technology,In Progress,2025-07-29,,EMP-00393,
TKT-001618,EMP-00255,ENG-MGR,Onboarding,In Progress,2025-06-22,,EMP-00045,
TKT-001619,EMP-00257,,HR Technology,Closed,2025-01-28,2025-03-03,EMP-00399,Appear stay them school model condition he recognize treat better.
TKT-001620,EMP-00403,,Payroll,Closed,2025-03-07,2025-03-11,EMP-00392,Throughout Republican authority data deal policy.
TKT-001621,EMP-00118,,HR Technology,Closed,2025-09-04,2025-12-06,EMP-00399,And high too break.
TKT-001622,EMP-00403,,Employee Relations,Open,2025-09-04,,EMP-00394,
TKT-001623,EMP-00321,,HR Technology,In Progress,2025-11-08,,EMP-00398,
TKT-001624,EMP-00417,,Payroll,Closed,2025-11-29,2025-11-21,EMP-00395,Above drive sport story worker would step.
TKT-001625,EMP-00112,EXEC,Onboarding,Closed,2025-05-19,2025-06-21,EMP-00395,True I choose out perform election two quite.
TKT-001626,EMP-00096,,HR Technology,Closed,2025-01-08,2025-03-06,EMP-00394,Finally wait president trial important act statement help successful couple single.
TKT-001627,EMP-00302,,Policy & Benefits,Closed,2025-09-22,2025-09-28,EMP-00392,Outside phone house receive last production development.
TKT-001628,EMP-00376,,Employee Relations,Closed,2025-05-23,2025-06-11,EMP-00396,Boy total major contain force.
TKT-001629,EMP-00245,,HR Technology,In Progress,2025-02-12,,EMP-00392,
TKT-001630,EMP-00125,,Payroll,Closed,2025-12-29,2025-12-31,EMP-00399,Western resource reason expect expert talk end.
TKT-001631,EMP-00155,MKT-MGR,Compensation,Closed,2025-09-28,2025-10-26,EMP-00394,House those dark beat suffer customer.
TKT-001632,EMP-00261,,Policy & Benefits,Closed,2025-09-16,2025-09-23,EMP-00045,Yet light body director strategy continue several southern drop past.
TKT-001633,EMP-00125,,Policy & Benefits,Closed,2025-10-22,2025-11-03,EMP-00397,Scene kind shoulder production mean window shoulder right analysis.
TKT-001634,EMP-00200,,Policy & Benefits,Closed,2025-11-21,2025-11-24,EMP-00394,We game wear two.
TKT-001635,EMP-00256,,Payroll,Closed,2025-12-05,2025-12-14,EMP-00391,Left top argue herself water measure different physical.
TKT-001636,EMP-00075,,HR Technology,Closed,2025-06-15,2025-09-05,EMP-00395,Price keep the attorney early more news century.
TKT-001637,EMP-00198,,Employee Relations,Closed,2025-04-02,2025-06-10,EMP-00391,Arm range improve move peace college usually have.
TKT-001638,EMP-00376,,Policy & Benefits,Closed,2025-06-10,2025-06-30,EMP-00393,Top range accept about around hold.
TKT-001639,EMP-00371,,HR Technology,Closed,2025-08-19,2025-09-29,EMP-00399,Build different pick nor available power treat visit population executive.
TKT-001640,EMP-00049,,Policy & Benefits,Closed,2025-12-01,2025-12-16,EMP-00044,Hit travel down make economic woman PM look together lawyer these.
TKT-001641,EMP-00374,,HR Technology,Closed,2025-11-30,2025-12-31,EMP-00396,Certain PM company whose yourself think happy.
TKT-001642,EMP-00055,DEL-ROLE-041,Offboarding,Open,2025-07-07,,EMP-00397,
TKT-001643,EMP-00416,,Policy & Benefits,In Progress,2025-11-20,,EMP-00391,
TKT-001644,EMP-00394,,Policy & Benefits,Closed,2025-12-10,2025-12-15,EMP-00398,It feel amount improve.
TKT-001645,EMP-00071,,Employee Relations,Closed,2025-05-01,2025-07-16,EMP-00396,Surface would by phone decade image third leave laugh weight.
TKT-001646,EMP-00097,,Employee Relations,Closed,2025-12-18,2025-12-31,EMP-00044,Hair for human rich day describe course create them.
TKT-001647,EMP-00314,,Policy & Benefits,Closed,2025-01-15,2025-01-17,EMP-00398,Guy leg television society hear fill hotel like myself laugh toward.
TKT-001648,EMP-00275,SALES-MGR,Learning & Development,Closed,2025-01-09,2025-01-23,EMP-00395,Include current front three process view it wall agency deal note.
TKT-001649,EMP-00365,,Payroll,Open,2025-02-19,,EMP-00399,
TKT-001650,EMP-00249,,HR Technology,In Progress,2025-05-22,,EMP-00397,
TKT-001651,EMP-00122,SALES-MGR,Learning & Development,Closed,2025-12-26,2025-12-31,EMP-00396,Event second nor choose I site.
TKT-001652,EMP-00380,,HR Technology,Closed,2025-08-26,2025-09-16,EMP-00391,Character first early school several main.
TKT-001653,EMP-00416,PM-SR,Onboarding,Closed,2025-12-09,2025-12-31,EMP-00397,Usually partner same then put skin beat across television apply system.
TKT-001654,EMP-00119,,HR Technology,Closed,2025-06-11,2025-06-28,EMP-00045,Use ground season when film at perhaps firm.
TKT-001655,EMP-00267,DATA-MGR,Learning & Development,Closed,2025-09-17,2025-11-19,EMP-00393,Little region face big no too charge indeed mother.
TKT-001656,EMP-00363,,Payroll,Closed,2024-12-31,2025-01-21,EMP-00394,Important no pick record example summer economic box war training best.
TKT-001657,EMP-00036,,Payroll,In Progress,2025-04-06,,EMP-00045,
TKT-001658,EMP-00234,DEL-ROLE-023,Offboarding,Closed,2025-11-08,2025-12-02,EMP-00391,Career herself here color after.
TKT-001659,EMP-00027,,HR Technology,Closed,2025-11-21,2025-11-16,EMP-00391,Us once consider thus wife water note those.
TKT-001660,EMP-00378,,Payroll,Closed,2025-03-23,2025-04-27,EMP-00396,Though attention career feel hour.
TKT-001661,EMP-00071,CS-MGR,Onboarding,Closed,2025-09-02,2025-10-08,EMP-00393,Book various whether culture plant factor.
TKT-001662,EMP-00034,DEL-ROLE-023,Onboarding,Closed,2025-12-14,2025-12-31,EMP-00396,Great worker manager perform opportunity.
TKT-001663,EMP-00073,,Payroll,In Progress,2025-08-11,,EMP-00398,
TKT-001664,EMP-00213,,HR Technology,Closed,2025-06-18,2025-07-26,EMP-00398,Half education message word toward age.
TKT-001665,EMP-00168,,Payroll,Closed,2025-04-03,2025-04-24,EMP-00396,Town appear draw fill large item American seek.
TKT-001666,EMP-00407,,Payroll,Closed,2025-02-23,2025-03-31,EMP-00397,Process four all the unit action off few current.
TKT-001667,EMP-00355,,Payroll,Closed,2025-09-12,2025-10-18,EMP-00398,Here along public recent friend sort table six imagine.
TKT-001668,EMP-00044,,Policy & Benefits,Closed,2025-12-02,2025-12-25,EMP-00391,Car get energy cover example bar last public.
TKT-001669,EMP-00108,,Policy & Benefits,Closed,2025-04-02,2025-04-13,EMP-00391,Technology time age campaign seven drug computer assume.
TKT-001670,EMP-00250,,Policy & Benefits,In Progress,2025-10-09,,EMP-00392,
TKT-001671,EMP-00392,PM-MGR,Onboarding,Closed,2025-12-24,2025-12-29,EMP-00045,Soon single tell act add southern thank pay choose personal.
TKT-001672,EMP-00333,,Payroll,Closed,2025-08-02,2025-08-26,EMP-00391,Piece former professor partner argue catch truth unit control.
TKT-001673,EMP-00037,HR-MGR,Onboarding,Closed,2025-01-28,2025-01-30,EMP-00397,About social do anyone bag.
TKT-001674,EMP-00391,,Payroll,Closed,2025-01-27,2025-02-04,EMP-00396,Personal cover stage remain manager relationship light rule.
TKT-001675,EMP-00301,,HR Technology,Closed,2025-05-20,2025-06-26,EMP-00045,Ten article continue according compare culture century my win record.
TKT-001676,EMP-00374,,Policy & Benefits,Closed,2025-09-11,2025-09-14,EMP-00045,Could support series direction house.
TKT-001677,EMP-00141,,Policy & Benefits,In Progress,2025-07-24,,EMP-00391,
TKT-001678,EMP-00136,,HR Technology,In Progress,2025-08-21,,EMP-00392,
TKT-001679,EMP-00078,PM-SR,Onboarding,In Progress,2025-10-17,,EMP-00044,
TKT-001680,EMP-00224,,Policy & Benefits,Closed,2025-12-12,2025-12-21,EMP-00396,Father include political design economy general drive according three raise.
TKT-001681,EMP-00141,,HR Technology,Closed,2025-03-23,2025-05-26,EMP-00391,Senior ask artist general run people stage.
TKT-001682,EMP-00316,,Employee Relations,Closed,2025-12-23,2025-12-31,EMP-00396,Purpose together knowledge with purpose.
TKT-001683,EMP-00395,,HR Technology,Closed,2025-02-27,2025-04-15,EMP-00045,Open trouble guess race question assume energy style.
TKT-001684,EMP-00218,,Payroll,Closed,2025-11-22,2025-12-06,EMP-00398,Group specific have feel major national seat direction color.
TKT-001685,EMP-00007,,Employee Relations,Closed,2025-11-25,2025-12-11,EMP-00397,Important they food someone war idea than less.
TKT-001686,EMP-00375,,Payroll,Closed,2025-06-30,2025-07-26,EMP-00391,Center seek information agency cause first.
TKT-001687,EMP-00219,,Payroll,Closed,2025-02-16,2025-02-28,EMP-00397,Change hand its stage town character watch describe administration line even.
TKT-001688,EMP-00014,,HR Technology,Closed,2025-12-18,2025-12-31,EMP-00045,Against hot field western near direction.
TKT-001689,EMP-00010,CS-IC1,Offboarding,Closed,2025-03-09,2025-03-29,EMP-00044,Parent material itself surface maintain program government black well.
TKT-001690,EMP-00287,ENG-IC2,Compensation,Closed,2025-10-16,2025-12-03,EMP-00397,Part center million management describe make whatever place full.
TKT-001691,EMP-00284,MKT-MGR,Onboarding,Open,2025-04-18,,EMP-00045,
TKT-001692,EMP-00285,,Policy & Benefits,Closed,2025-10-30,2025-11-01,EMP-00044,Range investment business can example right southern.
TKT-001693,EMP-00255,,Payroll,Closed,2025-04-07,2025-04-15,EMP-00391,Hard wife as language indicate decide.
TKT-001694,EMP-00223,DATA-MGR,Learning & Development,Closed,2025-08-29,2025-09-16,EMP-00395,Read travel total plant top live exactly future.
TKT-001695,EMP-00235,DEL-ROLE-017,Learning & Development,Closed,2025-01-11,2025-02-04,EMP-00045,Recognize top whole sit occur treat remain participant.
